4884033196531851476718245461668177310835377159217 - 8950185586965761936246260016958341567043461650567 -4066152390433910459528014555290164256208084491350
6447689515663780075144072097320428885564498812621 - 6839984946756146938008839868407801438779005111055 -392295431092366862864767771087372553214506298434
5189606402872164598759237590530556134233440737018 - 9145788933002834151045361766870702507959154877018 -3956182530130669552286124176340146373725714140000
-7589264822241817123798026354741928239986470584984 - 5663151950570678986540222629289214488974726728035 -13252416772812496110338248984031142728961197313019
1261686483797727623083674018049926032604164796702 - -7189952851952956933977261196223188460436033903318 8451639335750684557060935214273114493040198700020
-6702803059038826460033700033402273662207363445000 - 4735757610099383186589689443401107387957019462188 -11438560669138209646623389476803381050164382907188
-9699601521598785034020556999805911715825628037717 - 8770036021056679365082857252861579331213228553217 -18469637542655464399103414252667491047038856590934
4134510253902236349655814022774832763778380608415 - -1149062875302964136213864892930221140930334218158 5283573129205200485869678915705053904708714826573
9647749227404178217853766484702106519917590986011 - 4403032732938635139160118634434063387811190896087 5244716494465543078693647850268043132106400089924
3073530039764510534631414787399814843187224495418 - 4751073091759389151027264109894756543709796984435 -1677543051994878616395849322494941700522572489017
7686169437940935948980330527805391814200046032572 - 9673718158136650346502201751860982821902843712452 -1987548720195714397521871224055591007702797679880
-1700985574375017094485376354466541186035315151877 - 2645564918418679801920532041711238208940210534531 -4346550492793696896405908396177779394975525686408
1234068439348151766923070808255507910664884085374 - -453322932980513844365174742259279403310228467855 1687391372328665611288245550514787313975112553229
-7245319484033887300636132180899085305177864292048 - -3348772309766572339311229146545685143514832483882 -3896547174267314961324903034353400161663031808166
-8847824771381506191818144483846869030668296706941 - 5210921718862241933684397852312467840089813844612 -14058746490243748125502542336159336870758110551553
-9348808638584615994299688184079867654865943955292 - 4689569777675687622785156647933709149708634820666 -14038378416260303617084844832013576804574578775958
3258197794487095623316650795172855418432163443726 - -1848656863083023370853170286389311882238452403523 5106854657570118994169821081562167300670615847249
13141002852396219270179592246865265150683466802 - -2180472587054457825582821535901229404452227362959 2193613589906854044853001128148094669602910829761
-7351832781210512513927201660869309540983657747131 - 502244929178339638316903344542530681005722108823 -7854077710388852152244105005411840221989379855954
-7696787518384556584553835481951340621302351938213 - -7967479111388914464936913768991655342186174077255 270691593004357880383078287040314720883822139042
-4598894092348580888983063666173071959649444334486 - -3886230773687306038905887441210105863771090587244 -712663318661274850077176224962966095878353747242
-1386394323401598373964904403415705961533080244342 - 5342110446469863936638968098134155295013277257850 -6728504769871462310603872501549861256546357502192
-3980505888019439589812079555437854464881887578791 - -3511411858559545076145559672698240167765450086890 -469094029459894513666519882739614297116437491901
5296982657746614109708364350294734061985769206165 - -1361263818355265728588469068687806844835485162102 6658246476101879838296833418982540906821254368267
-5594735213898092566333381487668413057626575569070 - 1907422747313233937078321046154379169727299747814 -7502157961211326503411702533822792227353875316884
5775620435023172302972775549764868980120826451355 - -3313897102917374076180117471230249691417844716709 9089517537940546379152893020995118671538671168064
7056391969507531144814142430955807917947480012088 - -1555200411590937124814451049837714231146401434403 8611592381098468269628593480793522149093881446491
-139698250774187365611359735109459813274277072256 - 1879791310362836470393753619507555471940013757381 -2019489561137023836005113354617015285214290829637
6729291556740914091626838609771660247784212269756 - -63912833950460942894804203542266983386860393323 6793204390691375034521642813313927231171072663079
3384998162616060488173996665044636938484967305595 - -4309895012784145326320581346546622244726426622552 7694893175400205814494578011591259183211393928147
1737158542471377717352752815013173861677819977205 - 8354008627436913187748065462423043946040111286053 -6616850084965535470395312647409870084362291308848
5918382464301404566431649897105773231564251007915 - -3350249739722670536953656667297851827290289187946 9268632204024075103385306564403625058854540195861
3490231361897554539311502213123873008704652675481 - -1692167228522491060393005866502092163902211543838 5182398590420045599704508079625965172606864219319
6665757542976302128685506914898540448725474466430 - -7946999140827952505849300932449429696684480334463 14612756683804254634534807847347970145409954800893
-904842124936608715753995009374751073719803920082 - -8728495787613678838502509825156442782935212911271 7823653662677070122748514815781691709215408991189
-8902898615740905493690008100795168071374720382530 - -1589778850262035206589191681546368991946108164127 -7313119765478870287100816419248799079428612218403
9606398362009828686607962686887716484796217462700 - 4760470327986305832605847494887622536643707780002 4845928034023522854002115192000093948152509682698
-4986726809490691865727859656906477905493983994456 - -438903265839255589586788774222942508465849531664 -4547823543651436276141070882683535397028134462792
9179551533808352537209961724316340527930889748596 - 9184518885095416130073346651204744787329588036202 -4967351287063592863384926888404259398698287606
-4021608464985787436771700716726014467730924476407 - 9708340571392047591012847907794172731548290214471 -13729949036377835027784548624520187199279214690878
8760256299739195266377773803304837862622691466383 - -166747780697521383268068028100999144853178272213 8927004080436716649645841831405837007475869738596
5275241705956287493529918473381091501901116769916 > -6538565993160141364447680083825422237009178643556 1
6735664844329622223066832465383204847692922581970 > 3897184376690117769815438527743133394559866793538 1
8828923110433253790948576765652060611886857289182 > 7615165118515677618163776860577756416597369994278 1
-2924441645149180390240441665369008499037246909206 > -1589191561220472417375252683052268508704501539666 0
3021157251886243118687299049246269413296550528341 > -2271192771069718030983782792535288729375946033181 1
-2359922291698665510822534490551080561454056835192 > -1932531807816887559575088514133675908461957873186 0
5522304694740239945323586195543719483365605687802 > -7649311551388089011267648369381165787746771745710 1
5112017429136825244400303448316488894156493011784 > 6452463062806598411388709963021891789529874727260 0
-555957084321539952644499461529218436227728052328 > -898452942587474423562584708247916245087757384801 1
-1548203262777512459100362338805739745106930350762 > 3287308097070668940505284263019043899773183161744 0
-1727663277918756075439516635777245983596193913232 > -3990158161419383618624127658305150784125377684535 1
5053318079434111211600934788314145248221063574403 > -4974716255291043494046970395984749713822757344641 1
-3288125181725001505912044785308414395129986937693 > 7282563719351591331850832928998594984672495922765 0
-1295657049974685837490161952194629780160852215964 > -498844324033445519532560100527985532290262106100 0
-2585967957945065665229296269983871198879132963744 > -4294375390115291682837888828414108342804801187107 1
4769201743780119491684312806166483087054900048168 > 4356745755592952454135790744167738308553451687291 1
3170962251094834569868208525458740294880100518111 > 7763113456050489979323045988880694459102965460542 0
4671251774846397080458220818419208620861513683849 > 2564626305775782896158587853088854234623332087330 1
-7873245314103475791380285397527813425830362336998 > 3957862772580039062847617295194623986888991436139 0
8622308478091402105001505617711428072908700607093 > 9506625302030509051582843532994867356746691023850 0
-683509336995648114005813659386440301848786314254 > -2184305971994626105301522712491800550114390587659 1
6445001496641205235554322575152042776164071411542 > 1974693150089202260600690978208846056756443665564 1
1698936102776489166550536624865647474171893335257 > 210386415900970763021143873793704372872579387495 1
2343637086986339471303182137327773106529412616794 > -3750517578997831988193677445353894065545194089202 1
6913169962712254237587986907841542419933083777938 > 4257605180299666558888501590911797128349557218319 1
-6214634133714838143811091926410947788590189638888 > 9820887905640263045648993524937367527108241132076 0
2301159961048514948746568744614436602424390362173 > -5719699339341905634968252775466921442209415045188 1
-2472638680770196692515219939569263321747542168334 > -3290271123649878058984979342996957117534046488292 1
-9417216239030287670056848112595962226306475207497 > 2186096967987238389958621614965010512643289279497 0
2587194065809283502836621885428750031027585687770 > -3222696495529640963938916610859485704941587490192 1
5257684646612232617487755014731262440930139090049 > -4020989514318058705244011217653209929380609345009 1
9586476993815652929193590049220785084683146474033 > 787561671662436109148091588445430668055224088266 1
-1173095534254247527553711789144748228831689145129 > 5287227898791030714913067213844435309171663542400 0
-9432146419081236471159168201192548370945165035186 > 1677523034244834039977738935926287238654451999630 0
-277494565285402870510468631180620914903941551923 > 1617794621554601126844713178037221873230619600041 0
9383852143012480329060713140653344111037006681379 > 9542052600548997633599097728045650424249359848812 0
-8645423961725719580294606527761752404681525197300 > 8250294399397857362104775880863957868769310594743 0
-974511365915562977987249016380932898572777629055 > 3658833444962279032871822764768042108467860861635 0
-2815205527720583341288490352623632659547302138303 > -5655825177999281385417251314516563240592943588277 1
7698520311156231266866300423868749250856478833694 > -4162622907086838777603235591894512553327633211042 1
-7556066392478840752224126624171345596440713687992 > -6520819079495645732686391581948340156611024442920 0
2027242582159215347808064934120371010436745877026 > 7427358219165647418727620710388457658239735398450 0
-3265713922296875795026075631095400757520090392660 > 4602557418192735087864356313239649982953963919060 0
-283968708096599616053014763284466986008813263825 > -9218652906212487472094321695745935167826224546728 1
-9466228241575887672525259942934473650620580228805 > -8538271483321733408751098811813686195820564749772 0
-1611179719961447912517710736307893709361069516756 > 5027130966225582185434961682734327292881351978396 0
8684346263389124685676090652596894689742113652838 > 3006191512475509568107275088546787310529928528559 1
-1022242305379681974004228490206041055330751383943 > -3439051782988469784888069398043996335964446169038 1
-2434080655707298773605187465426491784944472184716 > -5286614054299073959230125313808171400678213109556 1
-3818886493687563654773186055304235390226001180336 > -3226442138054960853000284843011240781980047597636 0
-7537984500436421250626500351474525524759553266308 > -7015868447250775561948553695156198291030267335989 0
2681786406726751541433702424906528465851710744898 > 4317057136975567034797129121788229969137696868431 0
-94943692876808662236939676303537112082160129282 > -5192234822713099787336152701297763748615518925752 1
27176089693481135719667242281713320497907626722 > -2198257474661468273833784525869460275069679134371 1
-8393160388418077611905459983637957559669390127756 > 8661528607644168353557746797060937045612919817925 0
7160861445417424525924271471966351880819032800988 > 7298843215260082108608468381164895680725687691167 0
-1925621605196565707942248007492143006115303426624 > -625496914017031209509466046182802032015301592080 0
4190573979339853813944421986751555758095610188182 > -6718098400490885007023924404750334069717967221896 1
7148989895086888150011202979772259962444413498213 > 7099069815705395414007056352989017012509267283340 1
6041227567228447173987808842723656616428099872925 > 6127955592776061055730250156500620708857613532687 0
3213773400873261209378565411481753366658717763589 > 1997497249630950213795293287040686919420107786735 1
326647641836291845901701813043641108488260897245 > 6805672003967733448102618196790258132462277190819 0
1699920535966842823725597635246523328257360226212 > 3732269511961525777384381080408271247940540992204 0
-3648226244929861320657593043718142915357756937488 > -828564380423040372143658279436287483700772178100 0
5819402752917681692007950393358759805628126260131 > 7449510590094216230241459393485669214074615906895 0
-1437877873413413527459300842280132222915492904494 > 1759333249599520257156823973512662971155559969967 0
5411867917429211159716364193749291217181261262809 > -967847531237600060355760963884316935826199844008 1
3234756275454108147236853203463111973388033980867 > 7114127426594572604384373719557119522152203488688 0
-9705277918718344028482679746595130597519959231160 > 1499698573967698654369111698008789950675174973513 0
7939650237870002794887848015450675466800706907076 > -120301295475679523558841000154761788033432433489 1
3083871561235157560404712533857546128922201845101 > -5257343809703902625600131626506137215548243521868 1
4425268392629965261460210920555457198808359486026 > 5386749397347866560999286336909171288785501693455 0
-341491708276733705360892389183765059700916804279 > -3460018342649228416877363545830036622749176945169 1
-5816283358939535862334925883370173098695884566965 > -3160599072512831173081257692224303908390381366360 0
-229740317306192795084446738145835139642475772921 > -8445113090788879103683119300684781427897444586748 1
-7436737380227568095307950960514659345909660704862 > -391234970070971150549179556417377333583138865601 0
-5681714403125071722890442965690196217425639995735 > -9142510230172428573311402172369281282613992600270 1
4218614938059614536250794991016421730891185054034 < -703823488630407309663537131005983048910174506842 0
-293710274606682403424509362898140929769022081602 < -604354690632974646676016377178054088996864000603 0
1186088066549614756537570801979575731664878673387 < 8028356852206808922807155180662901586215995531096 1
-8830752389771929028390782934935914819359226297928 < 7929849902342106635060622174310878647664289706206 1
9105137397088636630280636506694960581555063756038 < 5732478031592678545809866617522460937463622847386 0
-7483081815952048650920676358100920745319474783430 < -2137805145088741355829800056069496534530485767935 1
3648487723433227853032709588240623885482186739389 < 3950356441439830615777822466391334974069300842212 1
-7668462588879942180148155635587281357658026704945 < 2749332138947091068694891018908280462197984637512 1
1239981224306090712915063853856511203258538693167 < -6684946295605449872887672903395541374409909550978 0
7164521006148678805861390478118696609070314348234 < -3376963286532828687014149918803896381715374796453 0
-1983414517961366638866939666541111091000974816605 < -1285770255071875614227033776003821023176146745800 1
7741334506049991522513463953681707503360334162604 < -5663425486545974827928225307845521554353497113300 0
7786960236140820672082150332686660760257422958988 < -1913751131327126681856522658312071519605050963206 0
-4347980616543002316376272462999745459593046510884 < -7874538688312167153395057496818265190632357757465 0
-129266402151386994084825718211546429054998419937 < 9795556538607166071063742498369899561052927487503 1
-746952027130822397724046855510497952677158679692 < 3954775941530587628099681263169437575957247281966 1
-5867382204990058496045359471330480988005987185670 < -8578282341582264671092923053610511004194081036989 0
-1075672274130514292982459447116311466961582607821 < 1396375262884135281490054138608119302639594371758 1
-4639021917904655858804173798410367244132282484011 < 2488836906170183550309771203790722017586842101363 1
-3124006404618087681785448148582595740695959033318 < -9528513201788098879970748044444252281239788520852 0
1872793463561453808586893587164138205747647321933 < -3731934721963251429495418180001742568794067934792 0
-9424940245224790503780899560499056120591061600949 < 2111086220149422299814816008488480914867993611685 1
-8405480039509175509236456592150017116364207962855 < -4639301920037013272218916406225449472474251710714 1
-7434571438326872515125477093454868702990131454635 < 5989366009109564440971520984991424837008507464225 1
-2514683970042956575081569094887935121246757880721 < 85631397801536326471502202743191220684523150098 1
5292666857948153890268982712381707020495813678177 < 1044805226920046532977622880020153107535419413575 0
707365737199493605213869536369185678632252250274 < -8683906808753090181382699039788749061335315420054 0
2111505181516713669549221129340569963275365697270 < 1829094348544071460591410787762310933331386851865 0
-6208427097401545612401547956787157111937792182476 < 6011787796586616694413991004562705782823386169301 1
-6269410124444135619764511431497117441228729170807 < -2334277937115360873741309692976329532361745027702 1
-1671171197860503292647621650239165984769124049273 < -6192708598918068477634891758680288499782300908664 0
-8397879180048476823622086662332688453694106926099 < 8539277630301081693767774376327636057971955528801 1
-3552497344136566374277211708783656102559379352276 < 2093738425316218557593870645500908067675271198738 1
5632173582682733378587340303947220850339369132578 < 3340263446161363206511281600435961643479643503409 0
2330457992902623296237328697283987001828467820164 < -9859180073988737319466105220754127817999316648260 0
948402620440479630945107881754226712006337945706 < 8054307831149209463903894612921010444989900305331 1
5210140951094298530483450577357273296934020804629 < -9340454695854492371222036136135979289304035605127 0
819491380698372379945122585718961073581901278837 < 8501811776918803544013972364678998722738678412633 1
-5439366377036506327416139193589381388634798624340 < -1145757712608878527629180508435189236456247105043 1
-2231125805783294717420740783461864257011317114034 < -1521622749672122985458533367719446158820963179838 1
-1985875979094601826516283525825939973784007106579 < 102843405266046031171996048181484176268951601217 1
-1791653256261935208968936431787628620677195271682 < -1444282382110416459201482431099344398748912253865 1
7812696167345218816854115356321862146060869288079 < -7139253197193801330724124051848159860364714894656 0
-4457589448149487032578138126727218083701408552634 < 914459362290834349515635571539190555697662789953 1
-9484335603924514472735174514801418029562015984266 < -1912497828799233276235166708383150584036603349280 1
4897864094625468836373276066913032728570407953840 < -8549974156646587338675166409316587246622848413277 0
6925559090192910674997157853139617130325299588491 < -2443786818551431710326562910978523192666302096907 0
5835526703604364679151408728925487961219008819089 < -2424932439873181777114365925396336197734970173645 0
-2770459367352544578557348252902931221034876893287 < 3763085927333979234053936148311927761591945136359 1
-4840190799719281911362952173124726618623984888668 < -6334893502903807432184772590036441357558314795394 0
1254150883715893177122289489733442611219637237387 < -4396052048452202443510747440653213288926720876979 0
9067265941682535619427620241590425753034930762218 < -1272455611969050906695934022167856597410738608497 0
6371515220347002418494181234213643817264941090699 < 8104546703527385054658006093487591638571843944169 1
